2019-08-26 11:34:40,535 |jsse-nio-8443-exec-4 |Log                           |I| [PartyContactMechServices.xml#createPartyContactMech line 58] ContactMech created
2019-08-26 11:35:13,112 |main                 |ConfigXMLReader               |I| controller loaded: 0.005s, 145 requests, 66 views in file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/webapp/workeffort/WEB-INF/controller.xml
2019-08-26 11:35:13,126 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 15 requests, 7 views in file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/webapp/workeffort/WEB-INF/icalendar-controller.xml
2019-08-26 11:35:13,151 |main                 |ServiceDispatcher             |I| Registering dispatcher: accounting
2019-08-26 11:35:13,152 |main                 |ServiceContainer              |I| Created new dispatcher: accounting
2019-08-26 11:35:13,153 |main                 |ControlServlet                |I| Loading webapp [accounting], located at /home/sudhir/Documents/patanjali-nepal/applications/accounting/webapp/accounting/
2019-08-26 11:35:13,185 |main                 |ConfigXMLReader               |I| controller loaded: 0.011s, 511 requests, 240 views in file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/webapp/accounting/WEB-INF/controller.xml
2019-08-26 11:35:13,225 |main                 |ServiceDispatcher             |I| Registering dispatcher: content
2019-08-26 11:35:13,226 |main                 |ServiceContainer              |I| Created new dispatcher: content
2019-08-26 11:35:13,227 |main                 |ControlServlet                |I| Loading webapp [content], located at /home/sudhir/Documents/patanjali-nepal/applications/content/webapp/content/
2019-08-26 11:35:13,280 |main                 |ConfigXMLReader               |I| controller loaded: 0.006s, 379 requests, 154 views in file:/home/sudhir/Documents/patanjali-nepal/applications/content/webapp/content/WEB-INF/controller.xml
2019-08-26 11:35:13,311 |main                 |ServiceDispatcher             |I| Registering dispatcher: patanjali
2019-08-26 11:35:13,311 |main                 |ServiceContainer              |I| Created new dispatcher: patanjali
2019-08-26 11:35:13,313 |main                 |ControlServlet                |I| Loading webapp [PatanjaliWeb], located at /home/sudhir/Documents/patanjali-nepal/plugins/patanjali/webapp/PatanjaliWeb/
2019-08-26 11:35:13,323 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 1 requests, 1 views in file:/home/sudhir/Documents/patanjali-nepal/plugins/patanjali/webapp/PatanjaliWeb/WEB-INF/controller.xml
2019-08-26 11:35:13,342 |main                 |ServiceDispatcher             |I| Registering dispatcher: setup
2019-08-26 11:35:13,342 |main                 |ServiceContainer              |I| Created new dispatcher: setup
2019-08-26 11:35:13,342 |main                 |ControlServlet                |I| Loading webapp [ofbizsetup], located at /home/sudhir/Documents/patanjali-nepal/applications/commonext/webapp/ofbizsetup/
2019-08-26 11:35:13,351 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 32 requests, 15 views in file:/home/sudhir/Documents/patanjali-nepal/applications/commonext/webapp/ofbizsetup/WEB-INF/controller.xml
2019-08-26 11:35:13,365 |main                 |ConfigXMLReader               |I| controller loaded: 0.004s, 265 requests, 109 views in file:/home/sudhir/Documents/patanjali-nepal/applications/party/webapp/partymgr/WEB-INF/controller.xml
2019-08-26 11:35:13,375 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/home/sudhir/Documents/patanjali-nepal/framework/common/webcommon/WEB-INF/security-controller.xml
2019-08-26 11:35:13,436 |main                 |ServiceDispatcher             |I| Registering dispatcher: webtools
2019-08-26 11:35:13,436 |main                 |ServiceContainer              |I| Created new dispatcher: webtools
2019-08-26 11:35:13,437 |main                 |ControlServlet                |I| Loading webapp [webtools], located at /home/sudhir/Documents/patanjali-nepal/framework/webtools/webapp/webtools/
2019-08-26 11:35:13,476 |main                 |ConfigXMLReader               |I| controller loaded: 0.027s, 113 requests, 78 views in file:/home/sudhir/Documents/patanjali-nepal/framework/webtools/webapp/webtools/WEB-INF/controller.xml
2019-08-26 11:35:13,489 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/home/sudhir/Documents/patanjali-nepal/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2019-08-26 11:35:13,579 |main                 |FreeMarkerWorker              |I| loading properties: file:/home/sudhir/Documents/patanjali-nepal/framework/webapp/config/freemarkerTransforms.properties
2019-08-26 11:35:13,584 |main                 |FreeMarkerWorker              |I| loading properties: file:/home/sudhir/Documents/patanjali-nepal/framework/widget/config/freemarkerTransforms.properties
2019-08-26 11:35:13,585 |main                 |FreeMarkerWorker              |I| loading properties: file:/home/sudhir/Documents/patanjali-nepal/applications/content/config/freemarkerTransforms.properties
2019-08-26 11:35:13,594 |main                 |FreeMarkerWorker              |I| loading properties: file:/home/sudhir/Documents/patanjali-nepal/applications/product/config/freemarkerTransforms.properties
2019-08-26 11:35:13,607 |main                 |SeoConfigUtil                 |I| Parsing ^.*/.*$
2019-08-26 11:35:13,608 |main                 |SeoConfigUtil                 |I| Parsing category-url [true]:
2019-08-26 11:35:13,608 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /
2019-08-26 11:35:13,608 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /ecomseo
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   category-name: false
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   category-url-suffix: .html
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I| Parsing jsessionid [true]:
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   anonymous: false
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   exceptions: 
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|     url-pattern: ^.*/(keywordsearch|logout).*$
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   user: false
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I| Parsing url-config
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   url-pattern: ^(.*);jsessionid=(.*)jvm[1-9](.*)$
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|     seo replacement: $1$3
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|     forward replacement: $1$3
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,609 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/main$
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     forward replacement: /ecomseo/
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/main$
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     seo replacement: /
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     forward replacement: /
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I| Parsing char-filter: 
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00fc
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: ue
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00e4
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: ae
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00f6
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: oe
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00df
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: ss
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \\+
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: und
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: \u0026
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: und
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: è
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: e
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: [^A-Za-z0-9+-]
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: -
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   character-pattern: -{2,}
2019-08-26 11:35:13,610 |main                 |SeoConfigUtil                 |I|   replacement: -
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I| Parsing ^.*/.*$
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I| Parsing category-url [true]:
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   allowed-context-paths: /ecomseo
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   category-name: false
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   category-url-suffix: .html
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I| Parsing jsessionid [true]:
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   anonymous: false
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   exceptions: 
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     url-pattern: ^.*/(keywordsearch|logout).*$
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   user: false
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I| Parsing url-config
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   url-pattern: ^(.*);jsessionid=(.*)jvm[1-9](.*)$
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     seo replacement: $1$3
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     forward replacement: $1$3
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/ecomseo/main$
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     seo replacement: /ecomseo/
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     forward replacement: /ecomseo/
2019-08-26 11:35:13,619 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   url-pattern: ^/main$
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|     seo replacement: /
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|     forward replacement: /
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|     forward responsecode: 301
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I| Parsing char-filter: 
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00fc
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: ue
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00e4
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: ae
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00f6
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: oe
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \u00df
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: ss
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \\+
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: und
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: \u0026
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: und
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: è
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: e
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   character-pattern: [^A-Za-z0-9+-]
2019-08-26 11:35:13,620 |main                 |SeoConfigUtil                 |I|   replacement: -
2019-08-26 11:35:13,621 |main                 |SeoConfigUtil                 |I|   character-pattern: -{2,}
2019-08-26 11:35:13,621 |main                 |SeoConfigUtil                 |I|   replacement: -
2019-08-26 11:35:13,637 |main                 |ServiceDispatcher             |I| Registering dispatcher: manufacturing
2019-08-26 11:35:13,637 |main                 |ServiceContainer              |I| Created new dispatcher: manufacturing
2019-08-26 11:35:13,637 |main                 |ControlServlet                |I| Loading webapp [manufacturing], located at /home/sudhir/Documents/patanjali-nepal/applications/manufacturing/webapp/manufacturing/
2019-08-26 11:35:13,651 |main                 |ConfigXMLReader               |I| controller loaded: 0.002s, 149 requests, 65 views in file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/webapp/manufacturing/WEB-INF/controller.xml
